source	time	person	location	organization	miscellaneous
esquire	2010-09-30T14:03:00	jim demint|ken burns|bill clark|demint	capernaum|south carolina	getty images just|ending slavery|world 's greatest republic|star trek	civil war|greatest deliberative body|capitol
esquire	2010-09-29T16:15:00	sharron angle|tip o'neill|bai|matt bai|christine o'donnell|o'neill	del.|newark|cambridge city	tea party|grotto pizza	times
esquire	2010-09-23T13:40:00	harry reid	new york	ny daily news|getty images	u.s. capitol
esquire	2010-09-17T13:00:00	sarah palin|mike castle|andrew sullivan|john bohrer|charlie pierce|castle|christine o'donnell|dave weigel|o'donnell	gop|delaware	tea party|the politics blog|tea	blagojevich
esquire	2010-09-15T00:27:00	matthews|mark wilson|o'donnell|ronald reagan|chris matthews|robert kennedy|mike castle|hillary clinton|gerald ford|rachel maddow|reagan|christine o'donnell	delaware	all means|john|republican party	goldwater|clintons
esquire	2010-09-14T14:24:00	george wallace|robert gibbs|frum|david frum|jonathan capehart|money|newt gingriches|newt gingrich	west wing	obama wants whitey|washington post|getty images|oval office	kenyan
esquire	2010-09-14T13:13:00	martin luther king|glenn beck|m. caulfield	beckery|d.c.	the christmas sweater	mormon|gandhi
esquire	2010-09-13T09:38:00	mike love|robert galbraith|brian wilson|robert irwin	california|los angeles|hiroshima|pearl harbor	great depression|gold rush|reuters / corbis los angeles	world war ii|spanish
esquire	2010-09-07T08:51:00	jean claude van damme|carter|hillary clinton|hermit kingdom|kim jong|jung yeon-je|kim jong un|barack obama	pyongyang|north korea|china	state department|the stalinist|the bomb|workers ' party|getty images the	north korean
esquire	2010-09-07T07:01:00	ali	essence	the politics blog|celestial soul portraits	california-based
esquire	2010-08-30T15:42:00	vagabond scholar|rush limbaugh|glenn beck|ned flanders|becks	limbaughs	shep ( the sane one|smith	roves
esquire	2010-08-30T14:43:00	newman|christian|steve newman	jackson|mississippi	ceo|deepwater horizon memorial service|bp|transocean|gulf|reuters|wall street journal|deepwater horizon	lord
esquire	2010-08-30T09:00:00	alex wong|martin luther king|glenn beck|headline news|beck|king|barack obama	vietnam|iraq	getty images washington Îã much|fox news|cnn	restoring honor
esquire	2010-08-26T14:40:00	burlingame|debra burlingame	pentagon|park51	ground zero|court tv	islamic
esquire	2010-08-26T12:05:00	hakeem olajuwon born|the grace|mahmoud-abdul rauf	nigeria	dream shake	dream
esquire	2010-08-24T15:56:00	john boehner|robert gibbs|matt fields	flickr|africa|geithner	wikimedia commons kill	christian
esquire	2010-08-17T12:38:00	alex wong|stanley mcchrystal|politico	yale	international leadership strategies|jackson institute for global affairs|getty images politico|complex geopolitical context|new haven	afghan
esquire	2010-08-16T14:29:00	jennifer daskal|bull connor|save america|newt gingrich	pakistan|times square|afghanistan|arizona|fort hood|middle east	ground zero mosque	real change|world war ii|rotarian|islamists|christmas
esquire	2010-08-06T19:35:00	dolinar|lou dolinar	the corner	bp|exxon valdez	gulf
esquire	2010-08-06T18:54:00	harry reid|mckibben|bill mckibben	pakistan|sudan|russia|asia|iraq|niger|saudi arabia	national oceanic and atmospheric administration|u.s. senate	canadian
esquire	2010-08-05T12:20:00	anderson cooper|rush|saul loeb|hayward	hell	getty images it|event that changes everything|ocean will take care of itself|event that changed everything|big place	gulf
esquire	2010-08-03T22:57:00	wyclef|wyclef jean	north korea|haiti	the politics blog|rap genius	north american|haitian
esquire	2010-08-03T16:39:00	hilgenberg|john weins|mel hilgenberg|weins	colorado|johnstown	larimer county|fife|tea party|liberty leaders	revolutionary war-era
esquire	2010-08-03T08:55:00	george w. bush|getty|assist brigades|jewel samad	baghdad|iraq	isf|security agreement|iraqi security forces|iraqi army	army
esquire	2010-08-02T15:30:00	ron chernow|shay|jefferson|hamilton|alexander hamilton	paris|newburgh|philadelphia|new york|massachusetts	tea parties|tea partiers|revolutionary army	valley forge|tea party-inspired
esquire	2010-08-02T13:55:00	mike|michael rubin|rubin	iran|the corner|turkey	will turkey sell our secrets|joint strike fighters	israeli
esquire	2010-07-29T11:37:00	julian assange|assange|dick welch|ngo dinh diem|philip agee	pentagon papers|maryland|south vietnam	getty images when|wikileaks	world war|greek|afghan|cia
esquire	2010-07-28T00:01:00	vince foster|alex wong|andrew breitbart|glenn beck|elizabeth warren|shirley sherrod|michelle bachmann|darrell issa|barack obama	west wing	bp|getty images the|wikileaks	reagan
esquire	2010-07-27T16:44:00	munley|paul kanjorski|hazleton|judge james m. munley|lou barletta|act|lou dobbs|barletta	arizona	federal district court|pa	illegal immigration relief act|english
esquire	2010-07-22T10:25:00	julie|rod|scott olson|patti|rod blagojevich	illinois|robert	getty images after|no rahm	blago
esquire	2010-07-16T13:50:00	mel gibson|david brooks|brooks	obamacare	new york times	medicare
esquire	2010-07-15T16:16:00	gayl|thad allen|franz gayl	pentagon|afghanistan|mexico|gulf|capitol hill	coast guard|department of homeland security|the politics blog|bp|u.s. air force|u.s. air force sick|gulf of mexico|u.s. marine corps	gulf coast|gulf war|kuwaiti|soviets
esquire	2010-07-14T15:35:00	ron johnson|sharron angle|paul|jim demint|mike lee|coburn|tom coburn|taegan goddard|demint|rand paul	wisconsin|utah|nevada	tea party|other tea party|gop|tea partiers	dems
esquire	2010-07-09T17:06:00	sharron angle|rush limbaugh|glenn beck|jesus|lindsay lohan|pat buchanan	louisiana|web	election of obama drove|crooks & liars|american right insane|tv|mothers against drunk driving	internet
esquire	2010-07-09T12:59:00	jeff haynes|rod blagojevich	illinois	u.s. attorney	fbi
esquire	2010-07-08T15:59:00	thomas p.m. barnett|david petraeus|stanley mcchrystal|james mattis|joel saget|petraeus	iraq	getty hate	the monks of war
esquire	2010-07-08T12:53:00	frank	depauw university|port-au-prince|suvs|haiti	home depot	haitians
esquire	2010-07-08T10:02:00	emmanuel midi|richard mosse	port-au-prince|web|haiti	state department	haitian
esquire	2010-07-08T09:59:00	bill|jemal countess|bill clinton	port-au-prince|haiti|gona’Àves	cit’©|soleil|getty images|country that never was	haitians
esquire	2010-07-06T13:31:00	sharron angle|rand paul	jacobson|massachusetts	tea party|founders did|department of education|air force|constitution Îã|republican platform|doe|supreme court	cite|constitution
esquire	2010-07-02T00:01:00	thomas paine|thomas jefferson|jewel samad	mexico|nevada|gulf|alabama	book of revelations|declaration of independence|getty images the	holocaust|common sense
esquire	2010-06-30T16:55:00	boris|natasha|rod dreher	britain	kgb	tory|british|cold war
esquire	2010-06-29T15:01:00	paul mitchell|sarah palin|rod|sarah|blagojevich|barack obama	russia|alaska	getty images rod blagojevich	feds
esquire	2010-06-28T14:15:00	mcchrystal|michael hastings|liddell hart|stanley mcchrystal|douglas macgregor|rolling stone	rome|algeria|malaysia|vietnam	pentagon|green berets|coin	british|islamic|western
esquire	2010-06-28T07:01:00	mark wilson|coke|elena kagan|r. ; thomas|pat buchanan|solicitor general|politico|c. Îã	bork	senate judiciary committee|supreme court justice	world cup|beltway
esquire	2010-06-26T12:09:00	kevin youkilis|willard romney|barack obama|jewel samad	oklahoma|symphony hall|arizona	red sox|planned parenthood|how we got here|getty boston|how far|affordable care act|chicago white sox|being here|supreme court	"yoooooouk !,|fenway|basic bargain"
esquire	2010-06-23T12:07:00	raul grijalva|scott j. ferrell|jake tapper|grijalva|supremacy clause	arizona|tucson	congressman pastor|abc|attorney general holder|justice department|sb|getty this	attorney general
esquire	2010-06-22T17:44:00	mcchrystal|fallon|alex wong|ronald neumann|stanley mcchrystal|rolling stone|neumann|admiral fallon	afghanistan	getty images	afghans|afghan
esquire	2010-06-22T14:09:00	gary miller|zuckerberg|mark zuckerberg|getty|amina khan	pakistan	google translate|archive holdings inc.|the image bank via getty|bbc	everybody draw mohammed day|pakistani
esquire	2010-06-21T15:55:00	ross douthat|douthat|rachel maddow|charles blow|pete souza|blow	mexico|gulf|wall street|doubleyou-doubleyou two	white house america|greatest generation	thrill is gone
esquire	2010-06-21T08:05:00	richard mcgregor	web|china	communist party|the party|chinese communist party	vatican|chinese
esquire	2010-06-18T11:45:00	sarah palin|denali kidcare|sean parnell	alaska	mcclatchy|alaska daily news	alaskan|kidcare
esquire	2010-06-15T14:43:00	faulkner|gary brooks faulkner|joe mckendry	pakistan|most wanted|california|earth|peshawar	logo design|ben running pakistani	christian|pakistani|indian
esquire	2010-06-08T07:35:00	thomas p.m. barnett|shabaab|carlos eduardo almonte|al qaeda|mohamed dahir|mohamed mahmood alessa|shabaab mujahideen	pakistan|minnesota|mogadishu|cairo|somalia|minneapolis|kenya|yemen|e.g.|ethiopia	state department|great powers|jersey|warrior youth|getty images two jersey|horn|world after bush|un|islamic courts union	african|ethiopian|islamic|black hawk down|somali|feds
esquire	2010-06-07T12:58:00	odierno|ray odierno	iraq	al qaeda	qaeda
esquire	2010-06-04T17:57:00	hofmeister|john hofmeister	london|mexico|gulf|louisiana	coast guard|bp|politics blog|very large crude carriers|former shell oil	iranian|english
esquire	2010-06-02T13:36:00	chris matthews|frank zappa|matthews|love story|george w.|mark wilson|maureen dowd|frank rich|gore|tipper gore|philip seymour hoffman	iowa|love canal	gores|washington post|internet !|new york times|supreme court	heathers|american right
esquire	2010-06-01T17:32:00	netanyahu	iran|europe|gaza|jordan|israel|syria	eu|un|hamas	saudis|israeli|palestinian
esquire	2010-06-01T15:31:00	dudley|john dickerson|doug suttles|bob dudley|john curry	arabian sea	bp|bp managing|cbs news|getty images	gulf|english|deepwater horizon
esquire	2010-06-01T12:36:00	mustafa ozer	tehran|iran|gaza|ankara|turkey|israel|tel aviv	un	muslim|israelis|mediterranean|palestinians|western|turkey-sponsored|turkish
esquire	2010-05-28T16:29:00	fred kagan|richard n. haass|niall ferguson	kandahar|kansas city|afghanistan|harvard|kauffman foundation|africa	american enterprise institute|brookings institute|heritage institute|combined arms center	army
esquire	2010-05-26T11:56:00	paul|bill pugliano|rand paul	pennsylvania|nostradamus	nafta superhighway|tea party|council of elders|getty images most|federal reserve	kreplac|mos eisley
esquire	2010-05-25T12:42:00	lee myung-bak|hillary clinton|kim|shia|norko|kim jong-il	tehran|pyongyang|iran|israel-vs|north korea|afghanistan|seoul|e.g.|israel|iraq|beijing|china|south korea	un security council|hamas / hezbollah	world war iii|south korean
esquire	2010-05-24T14:47:00	john moore	mexico|louisiana|gulf|robert	coast guard|bp|getty images the politics blog	gulf Îã
esquire	2010-05-24T09:24:00	jesus|greta van susteren|john mccain	arizona|sri lanka|lebanon	van susteren|fox news	british|mexican
esquire	2010-05-19T12:17:00	specter|mat benol|arlen specter|james jones|palmer township|patrick henry sellers|josh first|patrick murphy|melina mara|blanche lincoln|wave sweeps|jim gerlach|dent|newt gingrich|rand paul	pennsylvania|country	tea party|morning call|bucks county|bums out|getty images don|anger fuels senate primaries|the washington post	congressional district|navy|internet
esquire	2010-05-17T14:55:00	susana martinez|sarah palin|mark wilson|getty over|martinez|nikki haley|cillizza|fiorina|carly fiorina|chris cillizza	california|arizona|south carolina	hayes|gop|the washington post	anti-washington
esquire	2010-05-14T16:18:00	fox|abuse victims|victims well	jews	rome riles descendants|build mosque near ground zero riles families|roman catholic church riles protestants|buffalo hunt|fox news|jerusalem riles everyone it does not belong|wichita riles|america riles survivors|french fries riles families of potato famine deadsurvival	indian
esquire	2010-05-14T14:08:00	david brooks|brooks|oli scarff	russia|europe	big society|getty images|social security and medicare|social security	tories|british|medicare
esquire	2010-05-13T17:50:00	warren anderson|dow chemical	bhopal|india	dow|union carbide	indian
esquire	2010-05-13T13:26:00	thornton|ron paul	maine	federal reserve ... direct|maine gop|u.s. term limits inc.|supreme court	austrian|constitution
esquire	2010-05-13T09:08:00	thomas p.m. barnett|william calley|william calleys|aaron sorkin	guant’namo|bagram|richardson|caribbean	my father|middle ground|why nothing came|man behind|few good men|guant’namo defense attorney video|nuances of interrogation john|bbc|getty bagram	torture probe in-depth
esquire	2010-05-13T06:46:00	pozzi|nick pozzi|hofmeister|dana smillie|john hofmeister	bloomberg|saudi arabia|middle east	bp|gulf coast|exxon valdez|saudi aramco|getty images there|shell oil|house of saud	arabian gulf|houston-based|gulf
esquire	2010-05-12T15:03:00	antonin scalia|shannon bream|sean hannity|justice scalia|ruth bader ginsburg|bream|justice ginsberg|elena kagan|kagan|souter|megyn kelly|bill o'reilly|anthony kennedy|kennedy	fox|web|constitution	o'reilly factor|fox & friends|judiciary committee	miss virginia
esquire	2010-05-12T12:31:00	loewen|eric loewen|eric|james hansen|small	clinch river breeder reactor|clinch|pool|clinch river|loop|india	nasa|indo-asian news service|aren|advanced liquid metal reactor program|active|u.s. navy|prism|general electric	indians
esquire	2010-05-11T16:11:00	hofmeister|saul loeb|john hofmeister	pensacola|mexico|beyond politics|gulf|shell oil|mobile	bp|senate energy and natural resources committee|energy insider|why we hate|straight talk from|u.s. coast guard|oil companies|new york times|interior department|getty president obama|deepwater horizon	gulf Îã
esquire	2010-05-11T15:12:00	scalia|kagan|madeleine albright|triple h|alan dershowitz|indigo girls|bulow	seagulls|oval office	claus|good enough|why kagan isn|getty images because|university of chicago law school	rites of passage
esquire	2010-05-10T14:13:00	moyers|sarah palin|glenn beck|bill moyers|joe klein|william voegeli|voegeli	sweden	tea party|the wall street journal|pbs|election night	british|national health
esquire	2010-05-10T12:14:00	john paul stevens|don '|don|robert gates|pete souza|glenn greenwald|george w. bush|elena kagan|kagan|john mccain|bill kristol|ed whelan|no good	salon|horrible	daily caller|washington post|national review online|very serious thinker|gop|new york times|supreme court justice	very bad day|bench memos
esquire	2010-05-07T12:59:00	mark ralston|trans ocean	new orleans|gulf|lafayette	bp|marriott convention center|getty images|halliburton|gulf of mexico|deepwater horizon	gulf disaster meeting
