id,date,type,city,state,ideology,group,description,image
453,11/2008,Terrorist Plot/Attack,Camp Lejeune,NC,Right Wing (Anti-Government),,"Kody Ray Brittingham was arrested in November 2008 after threatening the president-elect of the United States, whom he considered a ""domestic enemy.” He later confessed that he planned to shoot Obama and was sentenced to 100 months in prison.",
965,11/2008,Terrorist Plot/Attack,Gassville,AR,Right Wing (Anti-Government),,"Richard Bauer was convicted of aggravated robbery and four counts of kidnapping for a bank robbery in Gassville, AR, in November 2008. Bauer received four life sentences in prison after he claimed that he deliberately robbed the bank in order to get ""[his] money back” from the IRS.",
1731,11/2008,Terrorist Plot/Attack,New York,NY,Islamist,,"Bryant Neal Vinas, who trained at an al-Qaeda camp, provided information about the New York City transit systems to al-Qaeda for potential terrorist attacks, and fired rockets at an American military base in Afghanistan.",
277,10/25/2008,Extremist Murder,Boerne,TX,Right Wing (White Supremacist),Aryan Brotherhood of Texas,William Knittle and another man (against whom charges were later dropped) were arrested for killing a man whose body was found on the banks of the Guadalupe River. Police say suspects and victim were all members of the Texas Aryan Brotherhood.,
2611,10/21/2008,Extremist Murder,Weatherford,TX,Right Wing (White Supremacist),Aryan Brotherhood of Texas,"Johnny Preston Reed, 33, and Guy Evans Graves, 35, shot a 24-year-old man to death. Reed was charged with evading arrest, drug paraphernalia, possession of marijuana and murder. Graves turned himself in in early November 2008.",
73,10/15/2008,Extremist Murder,Apple Valley,CA,Right Wing (White Supremacist),Inland Empire Peckerwoods,"Steven Eugene Thurman and Jesse Alvin Cole shot a man to death in October 2008. Thurman and Cole were charged with murder, street terrorism, use of a gun and participation in a criminal street gang.",
586,10/12/2008,Extremist Murder,Cleveland,TX,Right Wing (White Supremacist),Aryan Brotherhood of Texas,Steven Walter Cooke and David Jason Michels were charged in 2010 for the murder of a 37-year-old man because they thought he was recruiting members for a rival Aryan Brotherhood faction. They were indicted on federal charges of racketeering and related crimes.,
1821,10/9/2008,Extremist Murder,Odessa,TX,Right Wing (White Supremacist),Aryan Circle,"Billy Wayne Haynes, leader of the Aryan Circle, was found guilty on one count of murder and one count of engaging in organized criminal activity for shooting and killing a man in October 2008.",
218,10/2008,Terrorist Plot/Attack,Bells,TN,Right Wing (White Supremacist),,"White supremacists Daniel Cowart and Paul Schlesselman were arrested in October 2008 for casing houses to rob in order to get funds to launch a murderous rampage, primarily targeting African-American children. Both men pleaded guilty to federal weapons and conspiracy charges. Cowart was sentenced to 14 years in prison, while Schlesselman received 10 years.",
2717,8/28/2008,Extremist Murder,Yuba City,CA,Right Wing (White Supremacist),New Order,"Edward Allen O'Connor and Richard Prothero, members of the New Order white supremacist gang, killed a 21-year-old woman in August 2008. In April 2010, O'Connor pleaded guilty to reduced charges of second-degree robbery and selling methamphetamine and agreed to testify against Prothero. In May 2010, Prothero got 25 years to life for the murder.",
1143,8/26/2008,Extremist Murder,Ingram,TX,Right Wing (White Supremacist),,"Sixteen people were indicted following the arrest of Charles Lee Tidwell, 46, for murdering a wealthy retiree, assuming his identity, and selling off all his property. Indicted on a charge of organized crime were Teresa Jo Buffett, 43; Elizabeth D. Carmona, 43; Amanda Rassi Contreras, 20; Raymundo Daniel Contreras, 23; Andrea Helen Cooper, 25; Michael Rene Garcia, 25; Richard Alcorta Garza, 39; Silver Star Hernandez, 24; Darita Dee Horner, 20; Kelli Rae Lagrone, 52; John Centeno Moreno Jr., 26, and Lisa Gale Rassi, 41.",
2233,08/02/2008,Terrorist Plot/Attack,Santa Cruz,CA,Left Wing,Animal Liberation Front ,"The Animal Liberation Front claimed responsibility for two firebombings targeting two researchers' properties, one of which was a front porch. One victim suffered injuries after escaping from the second-floor window of the burning home. ",
663,8/1/2008,Extremist Murder,Corpus Christi,TX,Right Wing (White Supremacist),Aryan Brotherhood of Texas,"Charles Orr, 38, was found guilty in August 2009 for murdering a 31-year-old man who had walked in while Orr was robbing an apartment.",
1208,07/2008,Extremist Murder;Terrorist Plot/Attack,Knoxville,TN,Right Wing (Other),,"Jim David Adkisson killed two people and seriously wounded six when he opened fire on the congregation of a Unitarian Church in Knoxville, TN, in July 2008. Adkisson pleaded guilty in 2009 and was sentenced to life in prison.",
1991,5/4/2008,Extremist Murder,Poteet,TX,Right Wing (White Supremacist),Aryan Brotherhood of Texas,"Frank Lavelle Urbish, Jr.,  Jim Flint McIntyre and Michael Dewayne Smith were charged with murdering and conspiring to murder an Aryan Brotherhood of Texas member, possessing firearms and racketeering. In May 2012,  Smith was sentenced to life in prison. These were federal charges; the three suspects also faced state murder charges.",
1940,5/1/2008,Extremist Murder,Phoenix,AZ,Right Wing (White Supremacist),,"Pete Van Winkle was arrested and charged with first-degree murder for an attack at the Fourth Avenue Jail in which Van Winkle choked, punched and stomped on his fellow inmate, who was a member of the Arizona Aryan Brotherhood.",
1609,04/2008,Terrorist Plot/Attack,Minneapolis,MN,Right Wing (Anti-Government),,"Robert Beale was arrested in April 2008 for conspiring to kidnap a federal judge presiding over his tax evasion case. Beale received an 11-year prison sentence on tax evasion, bail-jumping and threat charges.",
1510,3/28/2008,Extremist Murder,Marionville,MO,Right Wing (White Supremacist),,"Jesse Miller, 30, collided with a pickup while driving with his mother, shooting and killing a man who had stopped to help. When a Marionville officer pulled up and demanded he drop the gun, Miller shot and nearly killed the officer, who shot and killed Miller before collapsing.",
2132,3/20/2008,Extremist Murder,San Angelo,TX,Right Wing (White Supremacist),Aryan Circle,"James Winchester was found guilty of the March 2008 murder of his female drug-dealing partner, and he was sentenced to life in prison.",
2700,03/03/2008,Terrorist Plot/Attack,Woodinville,WA,Left Wing,Earth Liberation Front ,"Earth Liberation Front activists set fire to three homes, leaving a sign mocking the builders' claims that the houses were environmentally friendly. ",
2622,2/19/2008,Extremist Murder,West Hurley,NY,Right Wing (White Supremacist),,"White supremacist James ""Yankee Jim"" Leshkevich strangled his wife with his bare hands, then hanged himself in February 2009.",
1872,2/12/2008,Extremist Murder,Oxnard,CA,Right Wing (White Supremacist),,"Budding white supremacist Brandon McInerney, 14, killed and shot his gay classmate. In September 2011, his trial ended in a hung jury and a mistrial was declared. In December 2011, McInerney got a plea deal and was sentenced to 21 years in prison.",
1939,1/29/2008,Extremist Murder,Phoenix,AZ,Right Wing (Anti-Government),,John Chester Stuart was charged with second-degree murder for a road rage incident in which he shot and killed a 49-year-old man.,
913,1/21/2008,Extremist Murder,Fort Worth,TX,Right Wing (White Supremacist),Aryan Brotherhood of Texas,"Larry Wayne Burcham, Mathew Morgan and Justin Hicks were arrested in January 2008 for shooting a couple in their apartment after demanding to know where to find the ""dope.”",
193,08/10/2007,Extremist Murder;Extremist/Police Shootout,Bastrop,LA,Right Wing (White Supremacist),Aryan Circle,"Aryan Circle member Dennis Clem shot and killed two police officers who had come to the hotel room he was sharing with his girlfriend, Tanya Smith. The two had fled to Bastrop after killing two African-Americans in Houston the month before. Clem was shot and killed by police, and Smith was arrested.",
1109,07/14/2007,Extremist Murder,Houston,TX,Right Wing (White Supremacist),Aryan Circle,"Aryan Circle member Dennis Clem shot and killed two African-American teens, and then fled with his girlfriend, Tanya Smith, to Bastrop, Louisiana.",
412,06/2007,Terrorist Plot/Attack,Brooklyn,NY,Islamist,,"Russell Defreitas plotted, with three other men, to attack New York’s JFK International Airport.",
1176,06/2007,Terrorist Plot/Attack,Joliet,IL,Right Wing (White Supremacist),,White supremacist Brian Moudry received a 10-year federal prison sentence in June 2007 for setting fire to the house of an African-American family near where he lived. Eight children and one adult were asleep inside but escaped. Moudry pleaded guilty to using fire to interfere with housing rights on the basis of race.,
521,05/2007,Terrorist Plot/Attack,Cherry Hill,NJ,Islamist,,"Eljvir Duka plotted, with four other men, to kill soldiers at New Jersey’s Fort Dix and other army bases and federal buildings in New Jersey, Pennsylvania and Washington, D.C.",
156,04/2007,Terrorist Plot/Attack,Austin,TX,Right Wing (Other),,"Paul Ross Evans was arrested in April 2007 for planting an explosive device packed with two pounds of nails in the parking lot of the Austin, TX, Women’s Health Center and mailing bombs to four other targets. Evans was convicted on charges that included the use of weapons of mass destruction, manufacture of explosive material, and violating freedom of access to clinic entrances; he received a 40-year federal prison sentence.",
608,04/2007,Terrorist Plot/Attack,Collinsville,AL,Right Wing (Anti-Government),,"Raymond Kirk Dillard, Adam Lynn Cunningham, Bonnell Hughes, Randall Garrett Cole and James Ray McElroy were arrested in April 2007 for planning an attack on Mexicans in a town near Birmingham. All five men pleaded guilty to various weapons charges.",
467,02/2007,Terrorist Plot/Attack,Casper,WY,Right Wing (Anti-Government),,"Richard Serafin was sentenced to seven years in prison in February 2007 for firearms violations, including possession of firearms in furtherance of a crime of violence, after he told an undercover agent of his plans to move to the Arizona/Mexico border to assist in killing immigrants.",
2085,12/2006,Terrorist Plot/Attack,Rockford,IL,Islamist,,"Derrick Shareef plotted to blow up the Cherry Vale shopping mall in Rockford, IL.",
1561,06/2006,Terrorist Plot/Attack,Miami,FL,Islamist,,"Narseal Batiste plotted, with four other men, to attack the Sears Tower in Chicago, the FBI headquarters in Miami and other U.S. buildings.",
1066,05/2006,Terrorist Plot/Attack,Hillsborough,NC,Islamist,,"Mohammad Reza Taheri-Azar drove onto the campus of the University of North Carolina at Chapel Hill to ""avenge the deaths of Muslims worldwide"" and to ""punish"" the U.S. government. While no one was killed in his attempted vehicular attack, nine people were injured (none seriously).",
